,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_below7disorders,x_cv_past_year,x_ln_mx_conflict,x_ln_mx_war_10years,year_end,year_start
716,39.0,35.0,,MEX,p,,,male,0.008,,0.038,0.0,1.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
717,34.0,30.0,,MEX,p,,,male,0.013999999999999999,,0.046,0.0,1.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
718,29.0,25.0,,MEX,p,,,male,0.013000000000000001,,0.049,0.0,1.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
719,24.0,20.0,,MEX,p,,,male,0.016,,0.055999999999999994,0.0,1.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
720,19.0,19.0,,MEX,p,,,male,0.043,,0.084,0.0,1.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
721,18.0,18.0,,MEX,p,,,male,0.048,,0.1,0.0,1.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
722,99.0,65.0,,MEX,p,,,male,0.039,,0.04,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
723,64.0,60.0,,MEX,p,,,male,0.013000000000000001,,0.022000000000000002,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
724,59.0,55.0,,MEX,p,,,male,0.017,,0.021,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
725,54.0,50.0,,MEX,p,,,male,0.015,,0.031,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
726,49.0,45.0,,MEX,p,,,male,0.006999999999999999,,0.011000000000000001,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
727,44.0,40.0,,MEX,p,,,male,0.006,,0.012,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
728,39.0,35.0,,MEX,p,,,male,0.009000000000000001,,0.023,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
729,34.0,30.0,,MEX,p,,,male,0.004,,0.005,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
730,29.0,25.0,,MEX,p,,,male,0.006999999999999999,,0.016,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
731,24.0,20.0,,MEX,p,,,male,0.01,,0.027999999999999997,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
732,19.0,19.0,,MEX,p,,,male,0.013999999999999999,,0.025,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
733,18.0,18.0,,MEX,p,,,male,0.013999999999999999,,0.019,0.0,0.0,-4.029621537411595,-2.438250735816171,2002.0,2001.0
734,54.0,18.0,,MEX,p,,,total,0.004,,0.023,1.0,0.0,-4.029621537411595,-2.5132189622162637,1995.0,1995.0
735,54.0,18.0,,MEX,p,,,total,0.006,,0.04,1.0,1.0,-4.029621537411595,-2.5132189622162637,1995.0,1995.0
736,80.0,15.0,,MAR,p,,,total,0.0223,,0.255,1.0,0.0,-4.029621537411595,-2.5621581673236453,2004.0,2004.0
737,64.0,18.0,,NLD,p,,,female,0.006,,0.129,1.0,0.0,-2.5099595330116253,-2.67443631653272,1999.0,1996.0
738,64.0,18.0,,NLD,p,,,female,0.006,,0.166,1.0,1.0,-2.5099595330116253,-2.67443631653272,1999.0,1996.0
739,99.0,80.0,,NLD,p,,,female,0.035,,0.064,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
740,79.0,75.0,,NLD,p,,,female,0.051,,0.067,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
741,74.0,70.0,,NLD,p,,,female,0.032,,0.075,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
742,69.0,65.0,,NLD,p,,,female,0.040999999999999995,,0.057999999999999996,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
743,64.0,60.0,,NLD,p,,,female,0.040999999999999995,,0.062,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
744,59.0,55.0,,NLD,p,,,female,0.023,,0.057,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
745,54.0,50.0,,NLD,p,,,female,0.03,,0.078,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
746,49.0,45.0,,NLD,p,,,female,0.038,,0.122,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
747,44.0,40.0,,NLD,p,,,female,0.045,,0.114,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
748,39.0,34.0,,NLD,p,,,female,0.023,,0.083,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
749,34.0,30.0,,NLD,p,,,female,0.033,,0.10400000000000001,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
750,29.0,25.0,,NLD,p,,,female,0.025,,0.063,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
751,24.0,20.0,,NLD,p,,,female,0.051,,0.126,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
752,84.0,80.0,,NLD,p,,,female,0.037000000000000005,,0.061,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
753,79.0,75.0,,NLD,p,,,female,0.053,,0.08,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
754,74.0,70.0,,NLD,p,,,female,0.037000000000000005,,0.096,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
755,69.0,65.0,,NLD,p,,,female,0.044000000000000004,,0.09699999999999999,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
756,64.0,60.0,,NLD,p,,,female,0.045,,0.095,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
757,59.0,55.0,,NLD,p,,,female,0.025,,0.068,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
758,54.0,50.0,,NLD,p,,,female,0.04,,0.146,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
759,49.0,45.0,,NLD,p,,,female,0.038,,0.157,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
760,44.0,40.0,,NLD,p,,,female,0.045,,0.125,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
761,39.0,35.0,,NLD,p,,,female,0.03,,0.129,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
762,34.0,30.0,,NLD,p,,,female,0.035,,0.131,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
763,29.0,25.0,,NLD,p,,,female,0.036000000000000004,,0.115,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
764,24.0,20.0,,NLD,p,,,female,0.063,,0.17600000000000002,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
765,85.0,75.0,,NLD,p,,,female,0.0209,,0.13699999999999998,1.0,1.0,,-2.708030177665755,1993.0,1992.0
766,74.0,65.0,,NLD,p,,,female,0.024,,0.166,1.0,1.0,,-2.708030177665755,1993.0,1992.0
767,64.0,55.0,,NLD,p,,,female,0.0187,,0.091,1.0,1.0,,-2.708030177665755,1993.0,1992.0
768,64.0,18.0,,NLD,p,,,male,0.004,,0.065,1.0,0.0,-2.5099595330116253,-2.67443631653272,1999.0,1996.0
769,64.0,18.0,,NLD,p,,,male,0.005,,0.083,1.0,1.0,-2.5099595330116253,-2.67443631653272,1999.0,1996.0
770,84.0,80.0,,NLD,p,,,male,0.07200000000000001,,0.073,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
771,79.0,75.0,,NLD,p,,,male,0.04,,0.052000000000000005,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
772,74.0,70.0,,NLD,p,,,male,0.02,,0.02,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
773,69.0,65.0,,NLD,p,,,male,0.016,,0.033,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
774,64.0,60.0,,NLD,p,,,male,0.019,,0.036000000000000004,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
775,59.0,55.0,,NLD,p,,,male,0.025,,0.062,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
776,54.0,50.0,,NLD,p,,,male,0.046,,0.107,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
777,49.0,45.0,,NLD,p,,,male,0.012,,0.028999999999999998,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
778,44.0,40.0,,NLD,p,,,male,0.013999999999999999,,0.026000000000000002,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
779,39.0,35.0,,NLD,p,,,male,0.031,,0.068,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
780,34.0,30.0,,NLD,p,,,male,0.022000000000000002,,0.059000000000000004,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
781,29.0,25.0,,NLD,p,,,male,0.018000000000000002,,0.026000000000000002,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
782,24.0,20.0,,NLD,p,38.0,,male,-0.99,,0.0,0.0,1.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
783,99.0,80.0,,NLD,p,,,male,0.059000000000000004,,0.055999999999999994,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
784,79.0,75.0,,NLD,p,,,male,0.018000000000000002,,0.017,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
785,74.0,70.0,,NLD,p,51.0,,male,-0.99,,0.0,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
786,69.0,65.0,,NLD,p,,,male,0.015,,0.022000000000000002,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
787,64.0,60.0,,NLD,p,,,male,0.018000000000000002,,0.031,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
788,59.0,55.0,,NLD,p,,,male,0.022000000000000002,,0.043,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
789,54.0,50.0,,NLD,p,,,male,0.044000000000000004,,0.091,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
790,49.0,45.0,,NLD,p,,,male,0.017,,0.022000000000000002,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
791,44.0,40.0,,NLD,p,,,male,0.009000000000000001,,0.016,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
792,39.0,34.0,,NLD,p,,,male,0.015,,0.026000000000000002,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
793,34.0,30.0,,NLD,p,,,male,0.018000000000000002,,0.043,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
794,29.0,25.0,,NLD,p,,,male,0.006,,0.006,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
795,24.0,20.0,,NLD,p,38.0,,male,-0.99,,0.0,0.0,0.0,-2.3674504262578693,-2.5834259845940406,2003.0,2001.0
796,85.0,75.0,,NLD,p,,,male,0.0159,,0.07400000000000001,1.0,1.0,,-2.708030177665755,1993.0,1992.0
797,74.0,65.0,,NLD,p,,,male,0.021,,0.10300000000000001,1.0,1.0,,-2.708030177665755,1993.0,1992.0
798,64.0,55.0,,NLD,p,,,male,0.013500000000000002,,0.042,1.0,1.0,,-2.708030177665755,1993.0,1992.0
799,18.0,13.0,,NLD,p,,,total,0.021,,0.105,0.0,1.0,-4.029621537411595,-2.7575168382879007,1993.0,1993.0
800,99.0,80.0,,NZL,p,,,female,0.01,,0.04,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
801,79.0,75.0,,NZL,p,,,female,0.013000000000000001,,0.044000000000000004,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
802,74.0,70.0,,NZL,p,,,female,0.021,,0.07400000000000001,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
803,69.0,65.0,,NZL,p,,,female,0.013000000000000001,,0.054000000000000006,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
804,64.0,60.0,,NZL,p,,,female,0.017,,0.1,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
805,59.0,55.0,,NZL,p,,,female,0.017,,0.09300000000000001,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
806,54.0,50.0,,NZL,p,,,female,0.015,,0.115,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
807,49.0,45.0,,NZL,p,,,female,0.012,,0.092,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
808,44.0,40.0,,NZL,p,,,female,0.013000000000000001,,0.10400000000000001,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
809,39.0,35.0,,NZL,p,,,female,0.013999999999999999,,0.153,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
810,34.0,30.0,,NZL,p,,,female,0.015,,0.13,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
811,29.0,25.0,,NZL,p,,,female,0.018000000000000002,,0.12,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
812,24.0,20.0,,NZL,p,,,female,0.019,,0.146,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
813,19.0,19.0,,NZL,p,,,female,0.054000000000000006,,0.165,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
814,18.0,18.0,,NZL,p,,,female,0.032,,0.09300000000000001,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
815,17.0,17.0,,NZL,p,,,female,0.040999999999999995,,0.128,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
816,99.0,85.0,,NZL,p,,,female,0.021,,0.049,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
817,84.0,80.0,,NZL,p,,,female,0.017,,0.066,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
818,79.0,75.0,,NZL,p,,,female,0.015,,0.061,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
819,74.0,70.0,,NZL,p,,,female,0.027000000000000003,,0.087,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
820,69.0,65.0,,NZL,p,,,female,0.017,,0.094,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
821,64.0,60.0,,NZL,p,,,female,0.022000000000000002,,0.14300000000000002,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
822,59.0,55.0,,NZL,p,,,female,0.02,,0.166,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
823,54.0,50.0,,NZL,p,,,female,0.019,,0.183,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
824,49.0,45.0,,NZL,p,,,female,0.013999999999999999,,0.146,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
825,44.0,40.0,,NZL,p,,,female,0.015,,0.171,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
826,39.0,35.0,,NZL,p,,,female,0.016,,0.223,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
827,34.0,30.0,,NZL,p,,,female,0.018000000000000002,,0.215,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
828,29.0,25.0,,NZL,p,,,female,0.024,,0.225,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
829,24.0,20.0,,NZL,p,,,female,0.02,,0.21,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
830,19.0,19.0,,NZL,p,,,female,0.063,,0.255,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
831,18.0,18.0,,NZL,p,,,female,0.054000000000000006,,0.233,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
832,17.0,17.0,,NZL,p,,,female,0.045,,0.14800000000000002,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
833,15.0,15.0,,NZL,p,,,female,0.026099999999999998,,0.188,1.0,1.0,,-4.250428027039955,1992.0,1992.0
834,18.0,18.0,,NZL,p,,,female,0.0282,,0.223,1.0,1.0,,-4.250428027039955,1995.0,1995.0
835,11.0,11.0,,NZL,p,,,female,0.021400000000000002,,0.09,1.0,1.0,,,1984.0,1983.0
836,99.0,85.0,,NZL,p,,,male,0.011000000000000001,,0.011000000000000001,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
837,84.0,80.0,,NZL,p,,,male,0.001,,0.001,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
838,79.0,75.0,,NZL,p,,,male,0.016,,0.037000000000000005,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
839,74.0,70.0,,NZL,p,,,male,0.013999999999999999,,0.040999999999999995,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
840,69.0,65.0,,NZL,p,,,male,0.013000000000000001,,0.048,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
841,64.0,60.0,,NZL,p,,,male,0.013999999999999999,,0.066,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
842,59.0,55.0,,NZL,p,,,male,0.016,,0.071,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
843,54.0,50.0,,NZL,p,,,male,0.017,,0.102,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
844,49.0,45.0,,NZL,p,,,male,0.017,,0.096,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
845,44.0,40.0,,NZL,p,,,male,0.015,,0.10300000000000001,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
846,39.0,35.0,,NZL,p,,,male,0.015,,0.122,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
847,34.0,30.0,,NZL,p,,,male,0.017,,0.114,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
848,29.0,25.0,,NZL,p,,,male,0.018000000000000002,,0.132,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
849,24.0,20.0,,NZL,p,,,male,0.021,,0.141,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
850,19.0,19.0,,NZL,p,,,male,0.043,,0.13,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
851,18.0,18.0,,NZL,p,,,male,0.044000000000000004,,0.099,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
852,17.0,17.0,,NZL,p,,,male,0.036000000000000004,,0.09300000000000001,1.0,1.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
853,99.0,80.0,,NZL,p,,,male,0.004,,0.004,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
854,79.0,75.0,,NZL,p,,,male,0.016,,0.027999999999999997,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
855,74.0,70.0,,NZL,p,,,male,0.01,,0.021,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
856,69.0,65.0,,NZL,p,,,male,0.009000000000000001,,0.02,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
857,64.0,60.0,,NZL,p,,,male,0.012,,0.043,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
858,59.0,55.0,,NZL,p,,,male,0.013000000000000001,,0.046,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
859,54.0,50.0,,NZL,p,,,male,0.013000000000000001,,0.057999999999999996,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
860,49.0,45.0,,NZL,p,,,male,0.013999999999999999,,0.063,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
861,44.0,40.0,,NZL,p,,,male,0.008,,0.043,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
862,39.0,35.0,,NZL,p,,,male,0.011000000000000001,,0.055999999999999994,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
863,34.0,30.0,,NZL,p,,,male,0.013000000000000001,,0.07200000000000001,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
864,29.0,25.0,,NZL,p,,,male,0.015,,0.063,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
865,24.0,20.0,,NZL,p,,,male,0.019,,0.09300000000000001,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
866,19.0,19.0,,NZL,p,,,male,0.033,,0.059000000000000004,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
867,18.0,18.0,,NZL,p,,,male,0.035,,0.07400000000000001,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
868,17.0,17.0,,NZL,p,,,male,0.03,,0.06,1.0,0.0,-4.029621537411595,-4.250428027039955,2004.0,2003.0
869,15.0,15.0,,NZL,p,,,male,0.0166,,0.069,1.0,1.0,,-4.250428027039955,1992.0,1992.0
870,18.0,18.0,,NZL,p,,,male,0.0213,,0.11699999999999999,1.0,1.0,,-4.250428027039955,1995.0,1995.0
871,11.0,11.0,,NZL,p,,,male,0.0169,,0.06,1.0,1.0,,,1984.0,1983.0
872,64.0,18.0,,NZL,p,,,total,0.0092,,0.064,1.0,0.0,-4.029621537411595,-4.250428027039955,1986.0,1986.0
873,18.0,18.0,,NGA,p,,,female,0.042,,0.106,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
874,19.0,19.0,,NGA,p,,,female,0.026000000000000002,,0.049,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
875,24.0,20.0,,NGA,p,,,female,0.015,,0.071,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
876,29.0,25.0,,NGA,p,,,female,0.011000000000000001,,0.043,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
877,34.0,30.0,,NGA,p,,,female,0.013000000000000001,,0.053,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
878,39.0,35.0,,NGA,p,,,female,0.008,,0.03,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
879,44.0,40.0,,NGA,p,,,female,0.013000000000000001,,0.046,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
880,49.0,45.0,,NGA,p,,,female,0.022000000000000002,,0.042,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
881,54.0,50.0,,NGA,p,,,female,0.023,,0.067,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
882,59.0,55.0,,NGA,p,,,female,0.021,,0.053,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
883,64.0,60.0,,NGA,p,,,female,0.016,,0.05,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
884,69.0,65.0,,NGA,p,,,female,0.023,,0.048,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
885,74.0,70.0,,NGA,p,,,female,0.023,,0.034,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
886,79.0,75.0,,NGA,p,,,female,0.026000000000000002,,0.047,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
887,84.0,80.0,,NGA,p,,,female,0.012,,0.017,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
888,99.0,85.0,,NGA,p,,,female,0.06,,0.095,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
889,18.0,13.0,,NGA,p,,,female,0.0264,,0.196,0.0,1.0,-2.1821146670716596,-2.034626715388157,2005.0,2005.0
890,18.0,18.0,,NGA,p,,,male,0.024,,0.054000000000000006,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
891,19.0,19.0,,NGA,p,,,male,0.035,,0.071,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
892,24.0,20.0,,NGA,p,,,male,0.009000000000000001,,0.023,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
893,29.0,25.0,,NGA,p,,,male,0.01,,0.05,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
894,34.0,30.0,,NGA,p,,,male,0.01,,0.05,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
895,39.0,35.0,,NGA,p,,,male,0.013000000000000001,,0.032,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
896,44.0,40.0,,NGA,p,,,male,0.019,,0.055,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
897,49.0,45.0,,NGA,p,,,male,0.015,,0.042,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
898,54.0,50.0,,NGA,p,,,male,0.019,,0.045,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
899,59.0,55.0,,NGA,p,,,male,0.012,,0.019,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
900,64.0,60.0,,NGA,p,,,male,0.013999999999999999,,0.019,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
901,69.0,65.0,,NGA,p,,,male,0.025,,0.061,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
902,74.0,70.0,,NGA,p,,,male,0.006999999999999999,,0.018000000000000002,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
903,79.0,75.0,,NGA,p,,,male,0.015,,0.022000000000000002,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
904,84.0,80.0,,NGA,p,,,male,0.033,,0.055999999999999994,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
905,99.0,85.0,,NGA,p,,,male,0.032,,0.033,0.0,1.0,-1.9423609066308407,-2.0842626820597823,2004.0,2002.0
906,18.0,13.0,,NGA,p,,,male,0.018600000000000002,,0.114,0.0,1.0,-2.1821146670716596,-2.034626715388157,2005.0,2005.0
907,18.0,13.0,,NGA,p,,,total,0.015700000000000002,,0.15,0.0,1.0,-2.1821146670716596,-2.034626715388157,2005.0,2005.0
908,79.0,60.0,,NOR,p,,,female,0.019,,0.113,0.0,0.0,,-2.473686038226128,1991.0,1989.0
909,59.0,40.0,,NOR,p,,,female,0.0183,,0.141,0.0,0.0,,-2.473686038226128,1991.0,1989.0
910,39.0,20.0,,NOR,p,,,female,0.0165,,0.159,0.0,0.0,,-2.473686038226128,1991.0,1989.0
911,79.0,60.0,,NOR,p,,,male,0.0231,,0.111,0.0,0.0,,-2.473686038226128,1991.0,1989.0
912,59.0,40.0,,NOR,p,,,male,0.0134,,0.045,0.0,0.0,,-2.473686038226128,1991.0,1989.0
913,39.0,20.0,,NOR,p,,,male,0.0144,,0.073,0.0,0.0,,-2.473686038226128,1991.0,1989.0
914,17.0,4.0,,PRI,p,,0.055999999999999994,total,-0.99,0.086,0.069,1.0,1.0,-2.225570429345208,-2.1384110093379163,2000.0,1999.0
915,84.0,80.0,,ROU,p,,,female,0.054000000000000006,,0.073,0.0,0.0,-2.5430664383991823,-2.314741453773978,2006.0,2005.0
916,79.0,75.0,,ROU,p,,,female,0.03,,0.071,0.0,0.0,-2.5430664383991823,-2.314741453773978,2006.0,2005.0
